[2018-01-25 15:54:39,934] - logger.py] - INFO: ---ע�������ֻ��ţ����Ͷ�����֤�뿪ʼ---
[2018-01-25 18:13:32,611] - logger.py] - INFO: ---调用入金设置交易金额接口结束---
[2018-01-25 18:13:32,619] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 18:14:36,937] - logger.py] - INFO: 开始登录
[2018-01-25 18:14:37,055] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 18:14:37,144] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 18:14:37,161] - logger.py] - INFO: ---调用入金设置交易金额接口开始---
[2018-01-25 18:14:40,101] - logger.py] - INFO: ---调用入金设置交易金额接口结束---
[2018-01-25 18:14:40,108] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 18:18:34,493] - logger.py] - INFO: 开始登录
[2018-01-25 18:18:34,605] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 18:18:34,686] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 18:18:34,694] - logger.py] - INFO: ---调用出金设置交易金额接口开始---
[2018-01-25 18:18:36,760] - logger.py] - INFO: ---调用出金设置交易金额接口结束---
[2018-01-25 18:18:36,767] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 18:18:39,696] - logger.py] - INFO: ---出金成功返回结果---
[2018-01-25 18:20:30,522] - logger.py] - INFO: 开始登录
[2018-01-25 18:20:30,677] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 18:20:30,786] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 18:20:30,793] - logger.py] - INFO: ---调用出金设置交易金额接口开始---
[2018-01-25 18:20:34,085] - logger.py] - INFO: ---调用出金设置交易金额接口结束---
[2018-01-25 18:20:34,094] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 18:21:26,382] - logger.py] - INFO: 开始登录
[2018-01-25 18:21:26,497] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 18:21:26,585] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 18:21:26,594] - logger.py] - INFO: ---调用入金设置交易金额接口开始---
[2018-01-25 18:21:28,681] - logger.py] - INFO: ---调用入金设置交易金额接口结束---
[2018-01-25 18:21:28,696] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 18:23:03,624] - logger.py] - INFO: 开始登录
[2018-01-25 18:23:03,765] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 18:23:03,851] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 18:23:03,855] - logger.py] - INFO: ---调用入金设置交易金额接口开始---
[2018-01-25 18:23:06,301] - logger.py] - INFO: ---调用入金设置交易金额接口结束---
[2018-01-25 18:23:06,302] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 18:23:29,361] - logger.py] - INFO: 开始登录
[2018-01-25 18:23:29,476] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 18:23:29,555] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 18:23:29,571] - logger.py] - INFO: ---调用出金设置交易金额接口开始---
[2018-01-25 18:23:31,665] - logger.py] - INFO: ---调用出金设置交易金额接口结束---
[2018-01-25 18:23:31,671] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 18:23:34,647] - logger.py] - INFO: ---出金成功返回结果---
[2018-01-25 18:23:54,266] - logger.py] - INFO: 开始登录
[2018-01-25 18:23:54,401] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 18:23:54,502] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 18:23:54,503] - logger.py] - INFO: ---调用出金设置交易金额接口开始---
[2018-01-25 18:23:56,673] - logger.py] - INFO: ---调用出金设置交易金额接口结束---
[2018-01-25 18:23:56,674] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 18:42:45,661] - logger.py] - INFO: 开始登录
[2018-01-25 18:42:45,775] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 18:42:45,852] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 18:42:45,861] - logger.py] - INFO: ---调用入金设置交易金额接口开始---
[2018-01-25 18:42:51,657] - logger.py] - INFO: ---调用入金设置交易金额接口结束---
[2018-01-25 18:42:51,664] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 18:42:55,984] - logger.py] - INFO: ---入金成功返回结果---
[2018-01-25 18:43:31,717] - logger.py] - INFO: 开始登录
[2018-01-25 18:43:31,832] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 18:43:31,911] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 18:43:31,924] - logger.py] - INFO: ---调用入金设置交易金额接口开始---
[2018-01-25 18:43:34,293] - logger.py] - INFO: ---调用入金设置交易金额接口结束---
[2018-01-25 18:43:34,302] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 18:43:53,023] - logger.py] - INFO: 开始登录
[2018-01-25 18:43:53,141] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 18:43:53,213] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 18:43:53,214] - logger.py] - INFO: ---调用入金设置交易金额接口开始---
[2018-01-25 18:43:55,246] - logger.py] - INFO: ---调用入金设置交易金额接口结束---
[2018-01-25 18:43:55,247] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 18:43:57,334] - logger.py] - INFO: ---入金成功返回结果---
[2018-01-25 18:53:43,911] - logger.py] - INFO: 开始登录
[2018-01-25 18:53:44,020] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 18:53:44,108] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 18:53:44,118] - logger.py] - INFO: ---调用入金设置交易金额接口开始---
[2018-01-25 18:53:49,605] - logger.py] - INFO: ---调用入金设置交易金额接口结束---
[2018-01-25 18:53:49,611] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 18:53:52,092] - logger.py] - INFO: ---入金成功返回结果---
[2018-01-25 18:55:14,946] - logger.py] - INFO: 开始登录
[2018-01-25 18:55:15,062] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 18:55:15,155] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 18:55:15,164] - logger.py] - INFO: ---调用入金设置交易金额接口开始---
[2018-01-25 18:55:17,273] - logger.py] - INFO: ---调用入金设置交易金额接口结束---
[2018-01-25 18:55:17,282] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 18:55:17,315] - logger.py] - INFO: ---入金成功返回结果---
[2018-01-25 18:56:18,194] - logger.py] - INFO: 开始登录
[2018-01-25 18:56:18,309] - logger.py] - INFO: -----调用资金划拨卡片查询接口开始-----
[2018-01-25 18:56:18,391] - logger.py] - INFO: -----调用资金划拨卡片查询接口结束，获取绑卡id----
[2018-01-25 18:56:18,401] - logger.py] - INFO: ---调用入金设置交易金额接口开始---
[2018-01-25 18:56:20,680] - logger.py] - INFO: ---调用入金设置交易金额接口结束---
[2018-01-25 18:56:20,687] - logger.py] - INFO: ---下一步输入交易密码开始---
[2018-01-25 18:56:22,974] - logger.py] - INFO: ---入金成功返回结果---
